Item ID,Qty,Rate,External ID,Date,Department,Location,Currency,Customer,Gross Amount,Price Level,VAT,PO,Payment Method,Memo,Account,Cus Checking,New Cus Checking
1861,1,118.26,JY266976544601,09/02/2022,22,76,CNY,3760095,133.63,Custom,,2457266976547422247,,2457266976547422247,2069,19,Tmall
1861,1,118.26,JY267004944600,08/02/2022,22,76,CNY,3760095,133.63,Custom,,2456267004937266803,,2456267004937266803,2069,19,Tmall
1861,1,109.41,JY267409944600,08/02/2022,22,76,CNY,3760095,123.63,Custom,,2457267409901791409,,2457267409901791409,2069,19,Tmall
55,1,246.36,JY269013444599,07/02/2022,22,76,CNY,3760095,278.39,Custom,,2455269013497053152,,2455269013497053152,2069,19,Tmall
95,1,118.26,JY269358844598,06/02/2022,22,76,CNY,3760095,133.63,Custom,,2453269358830619336,,2453269358830619336,2069,19,Tmall
55,1,247.98,JY272130744598,06/02/2022,22,76,CNY,3760095,280.22,Custom,,2453272130712382843,,2453272130712382843,2069,19,Tmall
55,1,246.36,JY272603744600,08/02/2022,22,76,CNY,3760095,278.39,Custom,,2458272603798222443,,2458272603798222443,2069,19,Tmall
2982,1,279.65,JY276861044599,07/02/2022,22,76,CNY,3760095,316.0,Custom,,2455276861021880716,,2455276861021880716,2069,19,Tmall
1855,1,153.65,JY277935544601,09/02/2022,22,76,CNY,3760095,173.63,Custom,,1485277935598597487,,1485277935598597487,2069,19,Tmall
94,1,157.93,JY280437744598,06/02/2022,22,76,CNY,3760095,178.46,Custom,,1483280437750623888,,1483280437750623888,2069,19,Tmall
1131,1,325.27,JY283320044601,09/02/2022,22,76,CNY,3760095,367.56,Custom,,2457283320038403803,,2457283320038403803,2069,19,Tmall
2846,1,248.09,JY285205944599,07/02/2022,22,76,CNY,3760095,280.34,Custom,,2454285205974820645,,2454285205974820645,2069,19,Tmall
1861,1,157.57,JY286313744600,08/02/2022,22,76,CNY,3760095,178.05,Custom,,1484286313768818585,,1484286313768818585,2069,19,Tmall
1855,1,157.02,JY286935644598,06/02/2022,22,76,CNY,3760095,177.43,Custom,,2454286935638897419,,2454286935638897419,2069,19,Tmall
1861,1,118.26,JY287761244602,10/02/2022,22,76,CNY,3760095,133.63,Custom,,1485287761276332599,,1485287761276332599,2069,19,Tmall
2756,1,225.47,JY288045144601,09/02/2022,22,76,CNY,3760095,254.78,Custom,,2458288045150810056,,2458288045150810056,2069,19,Tmall
1855,1,153.65,JY290289044599,07/02/2022,22,76,CNY,3760095,173.63,Custom,,2455290289034880467,,2455290289034880467,2069,19,Tmall
1861,1,120.39,JY290391544601,09/02/2022,22,76,CNY,3760095,136.04,Custom,,1485290391597980576,,1485290391597980576,2069,19,Tmall
1854,1,158.36,JY290589744602,10/02/2022,22,76,CNY,3760095,178.95,Custom,,2461290589718608565,,2461290589718608565,2069,19,Tmall
54,1,246.36,JY291176644602,10/02/2022,22,76,CNY,3760095,278.39,Custom,,2458291176618553346,,2458291176618553346,2069,19,Tmall
